sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9	sample_10	sample_11	sample_12	sample_13	sample_14	sample_15	sample_16	sample_17	sample_18	sample_19	sample_20	sample_21	sample_22	sample_23	sample_24	sample_25	sample_26	sample_27	sample_28	sample_29	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_39	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48
YHR172W	1.123481	0.825028	0.646453	0.083675	-0.607231	-0.757753	-0.482474	-0.626833	-0.500914	-0.210186	-0.223306	0.309107	0.304629	0.768677	0.3982	-0.206842	-0.279854	-0.566246	-0.553792	-0.161764	-0.249569	0.521373	0.356573	0.443468	0.554519	0.961076	0.884428	-0.05113	-0.478614	-0.528463	-0.826808	-0.580738	-0.492447	-0.351688	-0.143589	0.143562	0.719607	0.836142	0.704807	0.358117	-0.154073	-0.592391	-0.364015	-0.504607	-0.261486	0.160228	0.431479	0.641758
YBR074W	0.071175	-0.150003	0.286975	0.155445	0.028253	-0.014424	0.219194	0.130452	0.07437	0.386801	-0.233357	0.134099	-0.174739	-0.318756	-0.487444	-0.25564	-0.343264	0.102316	-0.050772	-0.181274	0.229185	1.424928	2.217099	0.944637	1.00471	-0.055801	0.031206	-0.019098	-0.079499	-0.276257	0.19642	0.047423	0.089203	0.111658	-0.037314	-0.082821	-0.249873	-0.471285	-0.153349	-0.536667	-0.166774	-0.079888	-0.078056	-0.289113	0.637563	1.183097	1.123481	1.010631
YDL232W	-1.257555	-1.385994	-1.412812	-1.689215	-1.317083	-2.534401	-1.689215	-1.317083	-1.498844	-1.412812	-2.534401	-1.385994	-0.860636	-0.770261	-1.069046	0.115132	-1.773947	-0.925195	-1.498844	-1.277801	-1.689215	-1.978077	-0.534587	-0.403133	-0.592391	-1.537934	-1.235094	-1.462039	-1.29921	-1.773947	-0.757753	-1.125666	-1.003039	-1.978077	-1.317083	-2.173676	-1.585488	-1.462039	-0.435233	-1.050754	-0.931355	-1.069046	-1.537934	-0.724019	-0.432575	-1.277801	-2.173676	-1.385994
YDL164C	0.584267	0.482801	-0.123387	-0.544069	-0.696278	-0.776748	-0.061378	0.495096	0.317837	0.454545	1.022223	1.043569	0.982558	0.690777	-0.127787	-0.587156	-0.430182	-0.426372	-0.103433	0.00135	0.310665	0.581071	0.521373	0.455476	0.420578	0.617387	-0.140494	-0.612522	-0.76317	-0.76038	-0.285517	0.17196	0.378938	0.825028	1.00471	0.901446	0.844295	0.550268	-0.15559	-0.397296	-0.305015	-0.239103	0.050985	0.374311	0.358652	0.568156	0.625949	0.635287
YOL158C	-0.008201	0.281776	0.378424	0.663247	0.768677	0.515445	0.206182	0.149581	0.0833	-0.301115	-0.720796	-0.906266	-0.931355	-0.751164	-0.264773	-0.014034	0.336117	1.065574	0.541166	0.659109	0.592061	0.132322	-0.057055	-0.060459	-0.139067	0.20564	0.446001	0.681012	0.7127	0.326378	0.343424	-0.067857	-0.099648	-0.494288	-0.893716	-0.971339	-0.931355	-0.708921	-0.71805	-0.158599	0.195185	0.562091	0.765515	0.582481	0.582481	0.129993	-0.031835	-0.079888
YAL043C-A	0.56329	0.405826	1.222245	0.655117	0.1854	0.20475	-0.00469	0.354883	0.389085	0.362248	-0.259972	0.148462	0.256387	-0.40541	-0.370461	-0.302146	-0.388448	-0.38283	-0.17844	-0.330805	0.756928	0.242859	0.629569	0.761667	2.217099	0.382527	0.42671	0.487135	0.228886	-0.315398	0.18627	-0.261169	-0.133521	0.163971	0.105719	0.738692	0.547861	-0.154073	-0.182052	-0.276257	-0.281639	-0.057531	0.322901	-0.159376	1.860406	0.478458	0.500623	0.220069
YOL118C	-0.419591	-0.269217	-0.221348	-0.533346	0.596586	-0.017134	-0.199759	-0.795125	0.059402	-0.22752	-0.064428	-0.273126	-0.575788	0.106733	-0.211736	0.384542	0.433682	1.507983	-1.585488	0.099258	0.151405	0.864306	-0.023011	-0.002169	-1.092723	-0.322407	-0.295925	0.48617	-0.113386	0.483622	0.625949	0.508365	-1.050754	-0.614163	-0.54518	-0.385008	0.054129	0.122494	-0.822042	-0.002169	0.36601	0.03215	-0.311494	0.33791	0.192432	-0.111162	-0.314105	-0.552592
YLR104W	-0.106723	-0.157379	0.215897	0.433682	-0.111989	1.271085	-0.333065	-0.170868	-0.138079	0.343424	0.423557	0.40047	-0.465203	-0.281639	-1.136518	-0.597662	-0.893716	0.127844	-0.180269	0.085405	-0.369086	-0.476767	-1.003039	-0.54518	-0.733734	0.305015	-0.500914	0.143386	-0.594072	0.197508	-0.041702	-0.041011	-0.831188	0.169108	-0.536667	0.401122	0.003547	-0.028055	0.107195	0.385173	-0.42188	-0.442035	-1.185302	-0.186875	0.212608	-1.773947	-0.860636	0.279433
YIL123W	0.367004	0.589236	0.600351	0.474766	-0.148913	-0.346209	-0.653914	-0.44281	-0.770261	-0.726793	-0.971339	-0.478614	-0.049528	0.268955	0.687948	0.329167	-0.094971	-0.097408	-0.628649	-0.944539	-0.840058	-0.393385	0.029095	-0.192523	0.968228	0.456343	0.459928	0.051356	-0.203125	-0.52541	-0.62501	-0.925195	-0.776748	-1.060476	-0.626833	-0.415589	-0.008201	0.404387	0.625949	0.39702	-0.105642	-0.28317	-0.893716	-0.889293	-0.860636	-0.422747	-0.107149	-0.146757
YJL196C	1.424928	1.714185	0.376598	-0.078281	-0.121598	-0.16424	-0.048722	0.313716	0.47572	0.188678	0.317421	0.350274	0.172847	-0.158146	-0.340142	-0.691667	-0.411398	0.098424	0.15835	-0.454038	0.079004	-0.512498	-0.246847	-0.328895	0.97404	1.532017	0.204196	-0.182583	-0.331655	-0.228122	0.225401	-0.060179	0.315574	0.252402	0.209764	0.330481	0.214096	-0.156871	-0.64347	-0.64347	-0.637021	-0.478614	-0.347809	-0.191397	0.207397	-0.274993	-0.189676	-0.542943
YJR120W	0.378424	0.315042	0.62451	0.421309	0.191353	-0.259635	0.216218	0.062534	-0.058474	0.095141	-0.810169	-0.020787	-0.069572	-0.491474	-0.359193	-0.66681	-0.418448	-1.257555	-0.555094	-0.380155	0.169313	0.14601	0.417731	0.539816	1.207415	0.081357	0.228618	0.099679	-0.186369	-0.328488	-0.189893	-0.469975	-0.154362	0.031391	-0.247592	-0.229041	0.08877	-0.565006	-0.316328	-0.541665	-0.617488	-0.610885	-0.175924	-0.451264	1.758552	0.74174	0.768677	0.223307
YNL222W	-0.008575	-0.274593	-0.403932	0.068031	-0.411398	1.033227	0.587497	-0.251564	-0.542943	-0.309632	-0.358686	-0.285517	-1.867705	-0.060966	1.092544	0.295554	0.099258	-0.004341	-0.424926	0.261416	0.18603	0.273479	-0.414873	-0.451264	-0.162995	-0.121598	0.141315	0.173592	-0.201523	-0.062943	-0.236461	-0.205349	-1.092723	0.173331	-0.518281	-1.185302	-0.051788	0.235049	-0.152211	0.332724	-0.612522	-0.304241	0.209764	-0.342275	-0.334855	-0.440593	1.234996	-0.035836
YJL153C	-1.075393	-1.069046	-1.277801	-0.826808	-0.944539	-0.874193	-0.563666	-0.192266	0.013379	-0.86981	0.495951	0.173592	0.122742	-0.085931	0.026055	-0.048179	0.300654	0.224226	-0.252254	0.262426	0.236781	0.325003	0.323335	0.115777	-0.213827	-1.385994	-1.334105	-1.174979	-0.73944	-0.64798	-0.494288	-0.036633	-0.086961	-0.278813	-0.245942	-0.188139	-0.034306	-0.186875	0.097844	0.094233	0.115313	0.249097	0.274876	0.183493	0.487135	0.199992	0.205928	0.058964
YOL151W	-0.469975	-0.365877	-0.283888	-0.474675	0.123417	0.305015	0.661313	-0.253984	0.990129	0.156456	0.825028	0.215515	0.558811	0.699104	0.694223	-0.044145	0.17196	1.160042	0.270668	-0.536667	-0.427061	-0.281639	0.249939	-0.486321	-0.776748	-0.315398	-0.278386	0.179953	-0.418448	0.608359	0.627767	-0.048924	0.990129	0.848826	0.864306	0.375356	0.631168	0.271916	-0.222348	0.803278	0.051987	-0.104065	0.052759	-0.350372	-0.68024	-0.694309	0.202667	-0.632918
YEL047C	-0.163506	-0.025403	-0.045706	-0.323721	-0.575788	-0.724019	-0.632918	-0.805946	-0.31105	-0.05867	0.494051	0.798244	0.889622	0.925492	0.551558	0.411652	0.101041	0.230127	0.091325	0.240701	0.346886	0.412267	0.252402	0.74491	0.142584	-0.066798	-0.158328	-0.346209	-0.530567	-0.787838	-0.770261	-0.805946	-0.476767	-0.115827	0.26623	0.681012	0.961076	1.134473	0.815615	0.582481	0.179422	-0.026756	0.083866	0.095141	0.547861	0.321991	0.393925	0.765515
YCR098C	-0.502151	-1.092723	-1.185302	-0.957401	-0.70085	-0.415589	-0.38605	-1.29921	-1.277801	-1.125666	-1.060476	-0.509034	-0.104688	0.052759	-0.025779	0.459123	-0.036024	0.258536	0.346886	-0.212262	-0.13781	-0.589088	-0.702969	-1.235094	-0.205117	-1.003039	-1.174979	-0.98535	-0.62501	-0.460028	-0.567715	-1.29921	-1.174979	-1.689215	-0.971339	-0.449645	-0.361816	-0.191971	0.06511	-0.061162	0.137585	-0.027509	-0.103609	-0.069947	-0.336718	-0.730118	-0.76038	-1.29921
YAR008W	0.456343	0.26623	-0.396709	-0.455571	-0.708921	-0.562131	-0.356544	-0.087382	0.14723	0.554519	0.227989	0.593735	0.568156	0.303017	-0.193962	-0.425667	-0.300307	-0.579133	0.092656	-0.003623	-0.152901	0.376598	1.563192	0.249382	0.608359	0.590315	-0.296294	-0.44281	-1.003039	-0.241199	-0.244031	-0.317941	-0.032786	0.209764	1.074287	0.418912	0.576095	0.371748	-0.664719	-0.906266	-0.361816	-0.880262	-0.612522	-0.300763	0.206182	0.254965	0.077895	0.256795
YLR045C	0.889622	1.222245	0.780251	0.271916	0.034619	-0.317941	-0.21787	-0.440593	-0.893716	-0.346717	-0.022011	0.042535	0.401122	0.603725	0.736231	0.286522	-0.073443	-0.485334	-0.547108	-0.160744	-0.483534	-0.402534	-0.152901	-0.078056	0.719607	1.171638	0.930202	0.256387	-0.111792	-0.327208	-0.445729	-0.270933	-0.423545	-0.567715	-0.374979	-0.020271	0.295089	0.699104	0.690777	0.203899	0.086929	-0.31922	-0.509034	-0.577489	-0.865021	-0.352615	-0.180505	0.022786
YGR142W	-0.252254	-0.010722	-0.791436	-1.111863	-0.798791	-1.773947	-1.498844	-1.218039	-1.385994	-0.482474	-0.352615	-0.53248	-0.01876	-0.049321	-0.003623	-0.612522	-1.412812	-1.585488	-0.874193	-0.597662	-0.594072	-0.534587	-0.141642	-0.440593	0.183955	0.017276	-0.741783	-1.040627	-1.136518	-1.357251	-1.867705	-0.889293	-0.798791	-0.730118	-0.736412	-0.47212	-0.242852	0.003109	-0.01987	-0.520791	-1.083785	-1.235094	-1.010338	-1.031279	-0.944539	-0.465203	0.108083	-0.40541
YNL066W	0.914259	1.37943	1.925833	2.1122	1.925833	1.667005	1.532017	1.400749	1.37943	1.207415	1.250893	0.961076	1.113627	1.183097	1.054135	0.526037	0.411652	0.576095	0.252402	0.457226	0.511834	0.648576	0.930202	1.134473	1.022223	1.400749	1.925833	2.217099	2.01199	1.925833	1.355584	1.222245	1.355584	1.271085	1.113627	1.00471	1.022223	1.37943	1.065574	0.484406	0.339692	0.312022	0.336416	0.324174	0.848826	0.920365	0.765515	1.306367
YCL027W	-1.498844	-1.412812	-0.33821	-0.189893	-0.147716	-0.119144	-0.183892	-0.071969	-0.10427	0.155445	0.272815	0.28589	0.427455	0.128608	0.059182	0.02194	-0.009953	0.068576	0.385173	0.573348	1.074287	0.169866	0.123417	-0.005757	-1.585488	-1.357251	-0.251153	-0.173519	-0.030785	0.207702	0.01197	0.032535	0.254576	-0.001477	0.133635	0.116449	0.291881	0.367613	0.259537	0.363268	0.350719	0.201537	0.549099	0.577723	0.58589	0.343424	0.081756	0.006876
YPR124W	0.907566	0.815615	0.704807	0.464296	0.894186	0.884428	0.581071	0.398823	-0.068355	-0.047185	-0.00595	-0.244329	-0.479568	-0.341791	2.496404	0.050567	0.352884	0.26691	0.245404	0.719607	0.282202	0.560557	0.730311	0.661313	0.996974	1.074287	1.054135	0.864306	0.754125	0.848826	0.727621	0.382527	0.062534	-0.242506	-0.097595	-0.174057	-0.151108	-0.276692	-0.137182	-0.045527	0.263362	0.230446	0.4195	0.449502	0.0833	0.5142	0.635287	0.68306
YLR120C	-0.805946	-0.813838	-0.39865	-0.330805	-0.348389	-0.224511	-0.05245	0.241807	0.509357	0.825028	0.733441	0.730311	0.522287	0.794724	0.699104	0.298255	0.239979	0.232902	0.229185	0.441924	0.392485	1.054135	1.054135	0.848826	-0.148693	-0.802481	-0.459218	-0.479568	-0.347189	-0.278813	0.049911	0.080105	0.312847	0.592061	0.901446	0.754125	0.592061	0.725257	0.333224	0.109308	0.190105	0.325003	0.143386	0.39702	0.557797	1.054135	0.848826	1.054135
YKL067W	-0.087152	0.122742	-0.420376	-0.918208	-0.810169	-0.770261	-1.235094	-0.906266	-0.553792	-0.18767	0.015689	0.397616	0.4302	-0.026149	-0.138079	-0.418448	-0.483534	-1.218039	-0.286801	-1.069046	-0.466035	0.105484	-0.120137	0.140866	-0.118768	0.292279	-0.48461	-0.59083	-1.218039	-1.075393	-1.163185	-1.185302	-0.597662	-0.326306	0.134099	0.733441	0.422814	0.325957	-0.253613	-0.272399	-0.826808	-1.083785	-0.906266	-0.696278	-0.380669	-0.131644	-0.02738	-0.106923
YKL036C	0.056918	0.302645	0.422065	-0.173797	-0.332152	0.209764	-0.510014	-0.422747	-0.594072	-0.770261	-0.521928	-0.434509	-0.662616	-0.653914	-0.529396	-0.038027	-0.684997	-0.365877	-1.040627	-1.218039	-0.860636	0.523433	0.725257	-0.050772	1.14365	-0.097981	0.122742	-0.098742	-0.308759	-0.52413	-0.617488	-0.585625	-0.482474	-0.459218	-0.912563	-0.540459	-0.38605	-0.454038	-0.170582	-0.461691	-0.662616	-0.893716	-0.73944	-0.97819	0.836142	0.234497	0.602223	-0.211933
YLR383W	0.629569	0.441182	-0.159034	-0.831188	-0.994651	-0.844434	-0.813838	-0.689599	-0.412069	0.004516	0.42671	0.566832	0.560557	0.451121	0.283325	-0.394136	-0.286245	-0.368037	-0.167198	0.030288	-0.217327	0.189213	-0.093892	0.296841	0.284452	0.480835	-0.114522	-0.651805	-1.060476	-1.040627	-0.950018	-0.086574	-0.150849	-0.070619	0.168561	0.768677	0.58589	0.889622	0.300654	-0.144662	-0.124321	-0.466996	-0.303407	0.092467	-0.369527	0.123657	0.206182	0.566832
YBL100C	0.203241	0.192937	0.457226	0.012156	-0.140233	-0.305828	-0.193962	-0.137416	-0.264773	-0.090142	-0.173797	-0.274593	-0.438492	-0.844434	-0.660447	-0.849945	-0.619326	-0.582466	-0.34139	-0.623028	-0.286801	0.107423	0.529637	0.205928	1.563192	0.026866	0.04023	0.106237	-0.216543	-0.422747	-0.279475	-0.547108	-0.285517	-0.109022	-0.384387	-0.238788	-0.098976	-0.637021	-0.62501	-0.76038	-0.770261	-0.691667	-0.556612	-0.76038	1.620184	0.167272	0.420078	-0.19606
YDL022W	-0.944539	-0.345156	-0.40541	-0.122717	0.455476	0.773064	0.547861	0.790849	0.944637	0.854054	0.920365	0.617387	0.082388	-0.121196	-0.027904	-0.002696	-0.005223	-0.151547	-0.145622	0.023538	0.264806	0.222175	0.016353	-0.493432	-0.560703	-0.452188	-0.48918	-0.17844	0.637563	0.925492	0.798244	0.798244	0.914259	0.968228	0.920365	0.617387	0.141793	-0.314495	-0.346717	0.022562	-0.137615	-0.276692	-0.197629	-0.218577	0.4302	0.403642	0.02625	-0.460909
YBR012W-B	-0.971339	-0.75406	-0.776748	-1.083785	-0.840058	-0.671126	-0.944539	-0.741783	-1.412812	-1.083785	-0.912563	-0.925195	-0.64798	-0.476767	-0.44893	-0.466035	-0.612522	-1.689215	-0.406761	-0.766297	-0.485334	0.432998	0.717441	0.00196	-0.698627	-0.810169	-0.619326	-1.218039	-0.880262	-0.741783	-0.860636	-0.094735	-0.289113	-1.277801	-0.453064	-0.780045	-0.766297	-0.359193	-0.05867	-0.712223	-0.166513	-0.371992	-0.232777	-0.19925	-1.357251	0.460893	0.664981	-0.019694
YJR079W	0.773064	0.375992	-0.257407	0.043734	0.067292	0.378938	-0.263432	-0.344136	-0.105401	0.098651	0.670375	-0.396077	-0.412685	-0.75406	0.521373	-1.136518	-0.177297	0.925492	1.758552	-0.026563	0.790849	-0.321205	-0.071064	0.019827	0.725257	0.035684	0.006684	0.130695	0.464296	-0.054359	0.116221	0.725257	0.091757	0.335566	-0.493432	-0.649765	-0.289113	-0.194522	-0.057324	-0.076496	0.404387	0.627767	0.082184	0.077895	0.219464	-0.370461	-0.660447	-0.42787
YBR073W	0.499576	0.672439	-0.222603	-0.594072	-0.705899	-0.40541	-0.279475	-0.136471	0.39021	0.380595	1.043569	1.00471	1.160042	1.092544	0.332287	0.048746	0.040883	0.085405	0.077463	-0.044859	0.163358	0.531924	0.255255	0.243164	0.418912	0.776856	-0.202827	-0.662616	-0.802481	-0.474675	-0.217144	0.188402	0.299398	0.497747	0.930202	0.961076	0.982558	1.010631	0.202115	-0.274593	-0.178679	0.137345	-0.052212	0.192937	0.160228	0.471571	0.39021	0.659109
YKL008C	0.538605	0.736231	1.010631	0.58589	0.28819	-0.038389	-0.01876	-0.268381	-0.128491	-0.060813	0.168062	0.765515	1.123481	1.448563	0.894186	0.511834	-0.05989	-0.182838	-0.096087	-0.320728	0.189679	0.374311	0.617387	0.936782	0.925492	0.627767	0.768677	0.357018	0.008685	-0.022643	-0.114522	-0.356544	-0.217144	-0.235549	0.135469	0.57067	1.054135	1.324023	1.022223	0.354371	-0.024723	-0.240902	-0.198135	-0.312355	0.874535	0.280535	0.617387	1.222245
YPL153C	0.864306	0.544122	-0.444423	-0.597662	-0.925195	-0.612522	-0.376999	-0.073672	0.216218	0.15919	0.761667	0.768677	0.694223	0.438188	-0.246557	-0.47212	-0.309194	-0.322407	-0.078056	0.167094	0.043982	0.463472	0.528259	0.473492	0.598389	0.646453	-0.392746	-0.805946	-0.840058	-0.675966	-0.335809	0.243164	0.615333	0.667453	0.765515	0.831276	0.663247	0.309107	-0.345156	-0.440593	-0.306801	-0.140786	0.034058	0.103853	0.110307	0.166041	0.465692	0.32548
YDL011C	0.049143	0.635287	-0.462575	-0.70085	-0.499778	-0.617488	-0.331655	-0.146997	-0.349318	0.264806	0.451121	0.584267	0.884428	0.185701	0.227044	-0.971339	-0.30145	-0.47212	-0.147436	0.007223	-0.021139	1.113627	-0.033596	0.632955	0.172506	0.336117	-0.353565	-0.600805	-0.874193	-0.457389	-0.350372	-0.221048	0.061162	0.423557	0.414262	0.848826	0.404387	1.14365	-0.585625	-0.494288	-0.372705	-0.487444	-0.111989	-0.354077	-0.097981	0.287771	0.390819	0.236781
YIL119C	-0.013875	-0.184388	0.107644	0.598389	0.74777	0.889622	0.295554	0.193699	0.033099	-0.19085	-0.822042	-0.439955	-0.669077	-0.849945	-1.083785	-0.560703	-0.335242	-0.468039	0.271521	-0.025233	-0.164025	-0.527036	-0.53575	-0.795125	-0.202317	-0.267983	0.031391	0.717441	0.944637	0.869307	0.629569	0.062534	0.096757	-0.023817	-0.516872	-0.444423	-0.515838	-0.724019	-0.770261	-0.322845	-0.151108	-0.023978	0.158792	0.019681	-0.165306	-0.396709	-0.407413	-0.971339
YDR319C	-0.212262	-0.181052	0.057123	-0.48461	-0.143309	0.102109	-0.318756	-0.157893	0.03774	-0.994651	0.042112	-0.463543	0.30385	-0.469188	0.944637	-0.544069	-0.289113	-0.060179	-0.492447	-0.024323	-1.585488	0.334526	-0.639393	1.14365	-0.191971	-0.113794	0.500623	-0.499053	-0.860636	-0.333065	-0.136679	0.023155	-0.402534	0.409313	0.039318	-1.357251	-0.352615	-0.553792	-0.1355	0.073152	-0.369527	-0.150653	-0.741783	0.61343	0.033787	0.625949	0.057523	-0.061378
YPR203W	0.825028	0.590315	0.490124	-0.424926	-0.125223	-0.261169	0.40047	0.53337	0.783869	0.16779	0.878609	0.727621	1.222245	-0.125622	-0.59083	-0.810169	-0.544069	-0.384387	0.584267	0.558811	1.022223	0.608359	0.663247	0.659109	0.884428	0.476617	0.330926	0.036709	-0.346717	-0.417046	0.065888	-0.255312	0.500623	0.836142	0.499576	0.725257	1.101901	0.448209	0.112782	-0.413527	0.143817	0.291476	0.773064	0.388385	0.854054	0.641758	0.889622	0.648576
YDR044W	0.116674	0.014774	-0.124105	-0.212884	-0.333455	-0.454998	-0.645709	-1.585488	-1.317083	-1.29921	-0.893716	-0.367584	-0.155302	-0.171101	-0.086391	0.210954	0.243164	0.006684	-0.131395	-0.071299	0.050157	0.077895	0.123657	-0.108367	0.137345	0.031391	-0.243218	-0.162775	-0.429327	-0.509034	-0.865021	-1.537934	-1.218039	-1.498844	-1.092723	-0.330805	-0.27131	-0.282883	-0.169772	0.06332	-0.175242	-0.01055	-0.118768	-0.081048	0.149042	0.107195	0.165448	0.163143
YGR176W	0.961076	0.776856	0.425907	0.526037	0.664981	0.996974	0.859927	0.840407	0.367613	-0.001477	0.077463	-0.268381	-0.48461	-0.518281	-0.333903	0.057523	0.370508	0.907566	0.97404	0.798244	0.587497	-0.078056	-0.203969	-0.038729	0.370508	0.914259	0.565127	0.652609	0.780251	1.065574	1.010631	0.509357	0.341167	0.148187	-0.011725	-0.187143	-0.419591	-0.572669	-0.087583	0.087157	0.581071	0.768677	0.996974	1.092544	0.501811	-0.084574	-0.476767	-0.24717
YLL022C	0.74174	0.7127	0.093068	-0.429327	-0.744593	-0.531396	-0.531396	-0.189893	0.252066	0.155661	0.637563	0.864306	1.043569	0.675348	-0.001281	-0.179522	-0.390196	-0.157379	-0.328895	-0.209005	0.206993	0.033312	0.079435	0.326782	0.646453	0.756928	0.082388	-0.407985	-0.744593	-0.912563	-0.662616	-0.177297	0.137345	0.377274	0.594983	0.920365	0.889622	0.811843	0.267839	-0.209304	-0.209005	-0.24717	-0.521928	-0.156346	0.143817	0.094685	0.151965	0.454545
YMR320W	0.68306	0.556165	0.629569	0.141793	0.690777	0.209383	0.704807	0.537155	-0.626833	0.021418	0.675348	-0.025403	0.617387	0.874535	0.06216	-0.174057	0.681012	0.901446	-0.001281	0.776856	0.581071	2.1122	0.74491	1.714185	-0.068204	1.033227	0.594983	0.460893	-0.053781	0.23963	-0.077153	-0.551447	-0.121351	0.32548	0.373034	0.438876	0.864306	0.504336	0.811843	0.914259	-0.468039	0.338876	0.530698	0.076471	0.515445	0.62451	0.416368	0.627767
YMR307W	1.160042	0.954612	0.596586	0.18482	-0.143589	-0.322845	-0.263006	-0.306801	-0.322407	0.022369	0.018868	0.293751	0.347353	0.4302	0.488333	-0.155302	-0.433891	-0.556612	-0.66681	-0.608906	-0.453064	0.228886	0.382527	0.340702	1.08305	0.954612	0.701822	0.08624	-0.057055	-0.442035	-0.374356	-0.457389	-0.316328	-0.439955	-0.061799	0.092467	0.264806	0.40047	0.261416	-0.166238	-0.491474	-0.687626	-0.849945	-0.776748	-0.430182	0.198586	0.422814	0.438188
YDR230W	0.329571	-0.086961	-0.315398	0.092467	0.136434	-0.003259	0.069241	0.045506	-0.19545	-0.32935	-0.607231	-0.323375	-0.673354	-0.400704	-0.090142	-0.241199	-0.116754	0.336117	0.03774	-0.146516	-0.107925	-0.513579	-0.412685	-2.534401	-0.362322	0.34607	-0.287383	0.203241	0.000233	0.204196	-0.072379	-0.831188	-0.741783	-0.649765	0.076932	-0.396709	-0.331655	-0.408831	0.006242	-0.473857	-0.957401	-0.791436	-0.249873	-0.673354	0.18603	-0.98535	-1.334105	-0.822042
YLR342W	0.125592	0.234497	-0.069572	-0.152901	-0.387194	-0.217571	-0.835699	-0.64347	-0.854538	-0.411398	-0.180772	0.325957	0.306162	0.551558	0.644358	0.366493	-0.452188	-0.170037	-0.587156	-0.628649	-0.75406	0.170488	0.45038	0.277157	0.339692	0.019681	0.086729	-0.295436	-0.368524	-0.880262	-0.675966	-0.694309	-0.534587	-0.572669	-0.131644	0.136194	0.499576	0.894186	0.707672	0.001568	-0.332152	-0.412069	-1.069046	-1.069046	-0.599378	0.160506	0.470414	0.422065
YAL040C	0.095959	-0.151547	-0.27909	0.176411	0.701822	0.815615	0.968228	0.811843	0.936782	0.476617	0.077082	0.027492	-0.376999	-0.515838	-0.108834	0.234744	0.432289	1.234996	0.968228	1.14365	0.836142	0.483622	0.361756	0.165202	-0.264426	-0.277301	-0.197889	-0.028611	0.864306	1.08305	0.869307	0.650456	0.756928	0.503016	0.332724	-0.202827	-0.294238	-0.53575	-0.253984	0.281776	0.670375	1.134473	1.033227	0.874535	0.678016	0.736231	0.361756	0.393925
YBL023C	0.312377	0.225176	-0.345536	-0.430182	-0.306801	0.189474	0.74777	0.631168	0.914259	0.996974	0.240326	-0.460028	-0.635083	-0.560703	-0.3647	-0.235846	0.293465	0.334526	0.619177	0.61343	0.35181	0.225662	0.495096	-0.155066	0.23387	0.143386	-0.343671	-0.476767	-0.306241	0.339303	0.803278	0.925492	0.968228	0.632955	0.528259	-0.272399	-0.52413	-0.673354	-0.726793	-0.608906	-0.185388	0.094233	0.56329	0.719607	0.545334	0.339692	0.069241	-0.12456
YMR232W	-1.585488	-1.462039	-0.766297	-0.602366	-0.585625	-0.630653	-0.691667	-0.565006	-0.962604	-2.173676	-0.452188	-0.971339	-0.840058	-0.900773	-0.200576	-0.592391	-1.050754	0.118235	-0.200332	-0.076347	-0.152211	0.125382	0.227989	0.126376	-1.537934	-1.498844	-0.880262	-0.73944	-0.552592	-0.513579	-0.918208	-0.353082	-0.571078	-0.628649	-0.780045	-0.757753	-0.75406	-0.623028	-0.623028	-0.802481	-0.416513	-0.289527	-0.38605	-0.130484	0.068031	-0.221348	0.03774	-0.019287
YLR084C	1.113627	1.424928	0.694223	0.309107	0.447583	0.448934	0.780251	0.553288	0.268955	-0.028445	-0.421252	-0.372705	-0.117886	-0.252979	0.098651	-0.053195	0.270007	0.515445	0.593735	0.438876	0.187682	-0.128058	-0.310708	-0.252254	0.790849	1.507983	0.878609	0.290304	0.57067	0.854054	0.884428	0.820298	0.327717	-0.084574	-0.547108	-0.446456	-0.282883	-0.160744	0.07604	0.137345	0.387812	0.859927	0.670375	0.530698	0.160728	-0.060628	-0.179876	-0.44893
